date_stamp,iso3166_1,subdivision_code,us_state_fips,us_state_postal,us_admin2_code,us_county_fips,cnt_confirmed,cnt_deaths,cnt_recovered
2021-04-25,US,66,66,GU,00066,00066,7915,136,0
2021-04-25,US,69,69,MP,00069,00069,164,2,0
2021-04-25,US,78,78,VI,00078,00078,3068,27,0
2021-04-25,US,01,01,AL,01000,,0,0,0
2021-04-25,US,01,01,AL,01001,01001,6879,107,0
2021-04-25,US,01,01,AL,01003,01003,20847,305,0
2021-04-25,US,01,01,AL,01005,01005,2296,56,0
2021-04-25,US,01,01,AL,01007,01007,2584,62,0
2021-04-25,US,01,01,AL,01009,01009,6571,134,0
2021-04-25,US,01,01,AL,01011,01011,1224,40,0
2021-04-25,US,01,01,AL,01013,01013,2146,69,0
2021-04-25,US,01,01,AL,01015,01015,14405,312,0
2021-04-25,US,01,01,AL,01017,01017,3532,121,0
2021-04-25,US,01,01,AL,01019,01019,1833,45,0
2021-04-25,US,01,01,AL,01021,01021,4189,111,0
2021-04-25,US,01,01,AL,01023,01023,598,24,0
2021-04-25,US,01,01,AL,01025,01025,3497,60,0
2021-04-25,US,01,01,AL,01027,01027,1518,56,0
2021-04-25,US,01,01,AL,01029,01029,1476,41,0
2021-04-25,US,01,01,AL,01031,01031,5453,115,0
2021-04-25,US,01,01,AL,01033,01033,6252,134,0
2021-04-25,US,01,01,AL,01035,01035,1096,28,0
2021-04-25,US,01,01,AL,01037,01037,1056,28,0
2021-04-25,US,01,01,AL,01039,01039,4098,116,0
2021-04-25,US,01,01,AL,01041,01041,1510,57,0
2021-04-25,US,01,01,AL,01043,01043,9556,191,0
2021-04-25,US,01,01,AL,01045,01045,4788,111,0
2021-04-25,US,01,01,AL,01047,01047,3517,150,0
2021-04-25,US,01,01,AL,01049,01049,8786,184,0
2021-04-25,US,01,01,AL,01051,01051,9984,204,0
2021-04-25,US,01,01,AL,01053,01053,3913,75,0
2021-04-25,US,01,01,AL,01055,01055,13737,352,0
2021-04-25,US,01,01,AL,01057,01057,2114,62,0
2021-04-25,US,01,01,AL,01059,01059,4221,82,0
2021-04-25,US,01,01,AL,01061,01061,2460,75,0
2021-04-25,US,01,01,AL,01063,01063,920,34,0
2021-04-25,US,01,01,AL,01065,01065,2201,75,0
2021-04-25,US,01,01,AL,01067,01067,1880,44,0
2021-04-25,US,01,01,AL,01069,01069,10464,280,0
2021-04-25,US,01,01,AL,01071,01071,6772,110,0
2021-04-25,US,01,01,AL,01073,01073,75909,1498,0
2021-04-25,US,01,01,AL,01075,01075,1404,34,0
2021-04-25,US,01,01,AL,01077,01077,9322,236,0
2021-04-25,US,01,01,AL,01079,01079,2983,97,0
2021-04-25,US,01,01,AL,01081,01081,15723,168,0
2021-04-25,US,01,01,AL,01083,01083,9888,150,0
2021-04-25,US,01,01,AL,01085,01085,1382,53,0
